Name,Age,Nationality,Position,Team,Game Position,Star Rating,"Helper Cells
IGNORE",Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Stopping,Claiming,Distribution,Shooting,Dribbling,Passing,Defence,Unnamed: 21,Stopping.1,Claiming.1,Distribution.1,Shooting.1,Dribbling.1,Passing.1,Defence.1,Unnamed: 29,Stopping.2,Claiming.2,Distribution.2,Shooting.2,Dribbling.2,Passing.2,Defence.2,Unnamed: 37,Stopping.3,Claiming.3,Distribution.3,Shooting.3,Dribbling.3,Passing.3,Defence.3,Unnamed: 45,Stopping.4,Claiming.4,Distribution.4,Shooting.4,Dribbling.4,Passing.4,Defence.4,Photos,Unnamed: 54,OPTA ID,Team Badge,"Concatenate Name with "".png""","double checking if name match with image name (1 = yes, 0 = no)",MetadataCommon,MetadataUncommon,MetadataRare,MetadataUltra Rare,MetadataLegendary,ImageCommon,ImageUncommon,ImageRare,ImageUltra Rare,ImageLegendary
Miguel Gutierrez Ortega,23,Spain,Left-Back,GIRONA FUTBOL CLUB,Defence,4,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.15,1.55,1.55,1.65,,1.0,1.0,1.0,1.25,1.65,1.65,1.75,,1.0,1.0,1.0,1.4,1.8,1.8,1.9,,1.0,1.0,1.0,1.6,2.0,2.0,2.1,,1.0,1.0,1.0,1.85,2.25,2.25,2.35,Miguel Gutierrez Ortega.png,,d7pzcnoztn30xoj5b2sr9slt6,Girona.png,Miguel Gutierrez Ortega.png,1,https://players.gameon.app/laliga/season/metadata/Miguel Gutierrez Ortega/Miguel Gutierrez Ortega_Common_0.json,https://players.gameon.app/laliga/season/metadata/Miguel Gutierrez Ortega/Miguel Gutierrez Ortega_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Miguel Gutierrez Ortega/Miguel Gutierrez Ortega_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Miguel Gutierrez Ortega/Miguel Gutierrez Ortega_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Miguel Gutierrez Ortega/Miguel Gutierrez Ortega_Legendary_0.json,https://players.gameon.app/laliga/season/images/Miguel Gutierrez Ortega/Miguel Gutierrez Ortega_Common_0.png,https://players.gameon.app/laliga/season/images/Miguel Gutierrez Ortega/Miguel Gutierrez Ortega_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Miguel Gutierrez Ortega/Miguel Gutierrez Ortega_Rare_0.png,https://players.gameon.app/laliga/season/images/Miguel Gutierrez Ortega/Miguel Gutierrez Ortega_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Miguel Gutierrez Ortega/Miguel Gutierrez Ortega_Legendary_0.png
Oriol Romeu Vidal,32,Spain,Defensive Midfield,GIRONA FUTBOL CLUB,Midfield,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.3,1.55,1.55,1.4,,1.0,1.0,1.0,1.4,1.65,1.65,1.5,,1.0,1.0,1.0,1.55,1.8,1.8,1.65,,1.0,1.0,1.0,1.75,2.0,2.0,1.85,,1.0,1.0,1.0,2.0,2.25,2.25,2.1,Oriol Romeu Vidal.png,,cuqawmfekh86mgo758udxw7v9,Girona.png,Oriol Romeu Vidal.png,1,https://players.gameon.app/laliga/season/metadata/Oriol Romeu Vidal/Oriol Romeu Vidal_Common_0.json,https://players.gameon.app/laliga/season/metadata/Oriol Romeu Vidal/Oriol Romeu Vidal_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Oriol Romeu Vidal/Oriol Romeu Vidal_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Oriol Romeu Vidal/Oriol Romeu Vidal_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Oriol Romeu Vidal/Oriol Romeu Vidal_Legendary_0.json,https://players.gameon.app/laliga/season/images/Oriol Romeu Vidal/Oriol Romeu Vidal_Common_0.png,https://players.gameon.app/laliga/season/images/Oriol Romeu Vidal/Oriol Romeu Vidal_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Oriol Romeu Vidal/Oriol Romeu Vidal_Rare_0.png,https://players.gameon.app/laliga/season/images/Oriol Romeu Vidal/Oriol Romeu Vidal_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Oriol Romeu Vidal/Oriol Romeu Vidal_Legendary_0.png
Pau Lopez Sabata,29,Spain,Goalkeeper,GIRONA FUTBOL CLUB,GK,4,1.75,1.5,2.5,,,,,2.5,2.25,3.25,1.0,1.0,1.0,1.0,,2.9,2.65,3.65,1.0,1.0,1.0,1.0,,3.3,3.05,4.05,1.0,1.0,1.0,1.0,,3.9,3.65,4.65,1.0,1.0,1.0,1.0,,4.7,4.45,5.45,1.0,1.0,1.0,1.0,Pau Lopez Sabata.png,,26atxu4fr8f87oi8mt6z70mhh,Girona.png,Pau Lopez Sabata.png,1,https://players.gameon.app/laliga/season/metadata/Pau Lopez Sabata/Pau Lopez Sabata_Common_0.json,https://players.gameon.app/laliga/season/metadata/Pau Lopez Sabata/Pau Lopez Sabata_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Pau Lopez Sabata/Pau Lopez Sabata_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Pau Lopez Sabata/Pau Lopez Sabata_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Pau Lopez Sabata/Pau Lopez Sabata_Legendary_0.json,https://players.gameon.app/laliga/season/images/Pau Lopez Sabata/Pau Lopez Sabata_Common_0.png,https://players.gameon.app/laliga/season/images/Pau Lopez Sabata/Pau Lopez Sabata_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Pau Lopez Sabata/Pau Lopez Sabata_Rare_0.png,https://players.gameon.app/laliga/season/images/Pau Lopez Sabata/Pau Lopez Sabata_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Pau Lopez Sabata/Pau Lopez Sabata_Legendary_0.png
Paulo Dino Gazzaniga Farias,32,Argentina,Goalkeeper,GIRONA FUTBOL CLUB,GK,2,1.75,1.5,2.5,,,,,2.0,1.75,2.75,1.0,1.0,1.0,1.0,,2.2,1.95,2.95,1.0,1.0,1.0,1.0,,2.4,2.15,3.15,1.0,1.0,1.0,1.0,,2.7,2.45,3.45,1.0,1.0,1.0,1.0,,3.1,2.85,3.85,1.0,1.0,1.0,1.0,Paulo Dino Gazzaniga Farias.png,,eavhyxb9dfjh0jp5yzg8p8udx,Girona.png,Paulo Dino Gazzaniga Farias.png,1,https://players.gameon.app/laliga/season/metadata/Paulo Dino Gazzaniga Farias/Paulo Dino Gazzaniga Farias_Common_0.json,https://players.gameon.app/laliga/season/metadata/Paulo Dino Gazzaniga Farias/Paulo Dino Gazzaniga Farias_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Paulo Dino Gazzaniga Farias/Paulo Dino Gazzaniga Farias_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Paulo Dino Gazzaniga Farias/Paulo Dino Gazzaniga Farias_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Paulo Dino Gazzaniga Farias/Paulo Dino Gazzaniga Farias_Legendary_0.json,https://players.gameon.app/laliga/season/images/Paulo Dino Gazzaniga Farias/Paulo Dino Gazzaniga Farias_Common_0.png,https://players.gameon.app/laliga/season/images/Paulo Dino Gazzaniga Farias/Paulo Dino Gazzaniga Farias_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Paulo Dino Gazzaniga Farias/Paulo Dino Gazzaniga Farias_Rare_0.png,https://players.gameon.app/laliga/season/images/Paulo Dino Gazzaniga Farias/Paulo Dino Gazzaniga Farias_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Paulo Dino Gazzaniga Farias/Paulo Dino Gazzaniga Farias_Legendary_0.png
Viktor Tsyhankov,26,Ukraine,Right Winger,GIRONA FUTBOL CLUB,Offence,5,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.7,1.5,1.45,1.2,,1.0,1.0,1.0,1.8,1.6,1.55,1.3,,1.0,1.0,1.0,1.95,1.75,1.7,1.45,,1.0,1.0,1.0,2.15,1.95,1.9,1.65,,1.0,1.0,1.0,2.4,2.2,2.15,1.9,Viktor Tsyhankov.png,,3auwtiburdxrp2i5me2d97f11,Girona.png,Viktor Tsyhankov.png,1,https://players.gameon.app/laliga/season/metadata/Viktor Tsyhankov/Viktor Tsyhankov_Common_0.json,https://players.gameon.app/laliga/season/metadata/Viktor Tsyhankov/Viktor Tsyhankov_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Viktor Tsyhankov/Viktor Tsyhankov_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Viktor Tsyhankov/Viktor Tsyhankov_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Viktor Tsyhankov/Viktor Tsyhankov_Legendary_0.json,https://players.gameon.app/laliga/season/images/Viktor Tsyhankov/Viktor Tsyhankov_Common_0.png,https://players.gameon.app/laliga/season/images/Viktor Tsyhankov/Viktor Tsyhankov_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Viktor Tsyhankov/Viktor Tsyhankov_Rare_0.png,https://players.gameon.app/laliga/season/images/Viktor Tsyhankov/Viktor Tsyhankov_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Viktor Tsyhankov/Viktor Tsyhankov_Legendary_0.png
Yangel Clemente Herrera Ravelo,26,Venezuela,Central Midfield,GIRONA FUTBOL CLUB,Midfield,4,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.4,1.65,1.65,1.4,,1.0,1.0,1.0,1.5,1.75,1.75,1.5,,1.0,1.0,1.0,1.65,1.9,1.9,1.65,,1.0,1.0,1.0,1.85,2.1,2.1,1.85,,1.0,1.0,1.0,2.1,2.35,2.35,2.1,Yangel Clemente Herrera Ravelo.png,,c320492cbp1otejfp1i1oane1,Girona.png,Yangel Clemente Herrera Ravelo.png,1,https://players.gameon.app/laliga/season/metadata/Yangel Clemente Herrera Ravelo/Yangel Clemente Herrera Ravelo_Common_0.json,https://players.gameon.app/laliga/season/metadata/Yangel Clemente Herrera Ravelo/Yangel Clemente Herrera Ravelo_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Yangel Clemente Herrera Ravelo/Yangel Clemente Herrera Ravelo_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Yangel Clemente Herrera Ravelo/Yangel Clemente Herrera Ravelo_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Yangel Clemente Herrera Ravelo/Yangel Clemente Herrera Ravelo_Legendary_0.json,https://players.gameon.app/laliga/season/images/Yangel Clemente Herrera Ravelo/Yangel Clemente Herrera Ravelo_Common_0.png,https://players.gameon.app/laliga/season/images/Yangel Clemente Herrera Ravelo/Yangel Clemente Herrera Ravelo_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Yangel Clemente Herrera Ravelo/Yangel Clemente Herrera Ravelo_Rare_0.png,https://players.gameon.app/laliga/season/images/Yangel Clemente Herrera Ravelo/Yangel Clemente Herrera Ravelo_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Yangel Clemente Herrera Ravelo/Yangel Clemente Herrera Ravelo_Legendary_0.png
Yaser Esneider Asprilla Martinez,20,Colombia,Right Winger,GIRONA FUTBOL CLUB,Offence,4,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.65,1.45,1.4,1.15,,1.0,1.0,1.0,1.75,1.55,1.5,1.25,,1.0,1.0,1.0,1.9,1.7,1.65,1.4,,1.0,1.0,1.0,2.1,1.9,1.85,1.6,,1.0,1.0,1.0,2.35,2.15,2.1,1.85,Yaser Esneider Asprilla Martinez.png,,1rhh9hzqzsp331scjcefanvo4,Girona.png,Yaser Esneider Asprilla Martinez.png,1,https://players.gameon.app/laliga/season/metadata/Yaser Esneider Asprilla Martinez/Yaser Esneider Asprilla Martinez_Common_0.json,https://players.gameon.app/laliga/season/metadata/Yaser Esneider Asprilla Martinez/Yaser Esneider Asprilla Martinez_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Yaser Esneider Asprilla Martinez/Yaser Esneider Asprilla Martinez_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Yaser Esneider Asprilla Martinez/Yaser Esneider Asprilla Martinez_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Yaser Esneider Asprilla Martinez/Yaser Esneider Asprilla Martinez_Legendary_0.json,https://players.gameon.app/laliga/season/images/Yaser Esneider Asprilla Martinez/Yaser Esneider Asprilla Martinez_Common_0.png,https://players.gameon.app/laliga/season/images/Yaser Esneider Asprilla Martinez/Yaser Esneider Asprilla Martinez_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Yaser Esneider Asprilla Martinez/Yaser Esneider Asprilla Martinez_Rare_0.png,https://players.gameon.app/laliga/season/images/Yaser Esneider Asprilla Martinez/Yaser Esneider Asprilla Martinez_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Yaser Esneider Asprilla Martinez/Yaser Esneider Asprilla Martinez_Legendary_0.png
Adrian Embarba Blazquez,32,Spain,Right Winger,RAYO VALLECANO,Offence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.55,1.35,1.3,1.15,,1.0,1.0,1.0,1.65,1.45,1.4,1.25,,1.0,1.0,1.0,1.8,1.6,1.55,1.4,,1.0,1.0,1.0,2.0,1.8,1.75,1.6,,1.0,1.0,1.0,2.25,2.05,2.0,1.85,Adrian Embarba Blazquez.png,,63yktdky9m0aus8ebkaqzdhhx,Rayo Vallecano.png,Adrian Embarba Blazquez.png,1,https://players.gameon.app/laliga/season/metadata/Adrian Embarba Blazquez/Adrian Embarba Blazquez_Common_0.json,https://players.gameon.app/laliga/season/metadata/Adrian Embarba Blazquez/Adrian Embarba Blazquez_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Adrian Embarba Blazquez/Adrian Embarba Blazquez_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Adrian Embarba Blazquez/Adrian Embarba Blazquez_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Adrian Embarba Blazquez/Adrian Embarba Blazquez_Legendary_0.json,https://players.gameon.app/laliga/season/images/Adrian Embarba Blazquez/Adrian Embarba Blazquez_Common_0.png,https://players.gameon.app/laliga/season/images/Adrian Embarba Blazquez/Adrian Embarba Blazquez_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Adrian Embarba Blazquez/Adrian Embarba Blazquez_Rare_0.png,https://players.gameon.app/laliga/season/images/Adrian Embarba Blazquez/Adrian Embarba Blazquez_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Adrian Embarba Blazquez/Adrian Embarba Blazquez_Legendary_0.png
Alvaro Garcia Rivera,31,Spain,Left Winger,RAYO VALLECANO,Offence,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.6,1.4,1.35,1.1,,1.0,1.0,1.0,1.7,1.5,1.45,1.2,,1.0,1.0,1.0,1.85,1.65,1.6,1.35,,1.0,1.0,1.0,2.05,1.85,1.8,1.55,,1.0,1.0,1.0,2.3,2.1,2.05,1.8,Alvaro Garcia Rivera.png,,8eh38t4oyyt728co362f6uqqd,Rayo Vallecano.png,Alvaro Garcia Rivera.png,1,https://players.gameon.app/laliga/season/metadata/Alvaro Garcia Rivera/Alvaro Garcia Rivera_Common_0.json,https://players.gameon.app/laliga/season/metadata/Alvaro Garcia Rivera/Alvaro Garcia Rivera_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Alvaro Garcia Rivera/Alvaro Garcia Rivera_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Alvaro Garcia Rivera/Alvaro Garcia Rivera_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Alvaro Garcia Rivera/Alvaro Garcia Rivera_Legendary_0.json,https://players.gameon.app/laliga/season/images/Alvaro Garcia Rivera/Alvaro Garcia Rivera_Common_0.png,https://players.gameon.app/laliga/season/images/Alvaro Garcia Rivera/Alvaro Garcia Rivera_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Alvaro Garcia Rivera/Alvaro Garcia Rivera_Rare_0.png,https://players.gameon.app/laliga/season/images/Alvaro Garcia Rivera/Alvaro Garcia Rivera_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Alvaro Garcia Rivera/Alvaro Garcia Rivera_Legendary_0.png
Andrei Florin Ratiu,26,Romania,Right-Back,RAYO VALLECANO,Defence,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.1,1.5,1.5,1.6,,1.0,1.0,1.0,1.2,1.6,1.6,1.7,,1.0,1.0,1.0,1.35,1.75,1.75,1.85,,1.0,1.0,1.0,1.55,1.95,1.95,2.05,,1.0,1.0,1.0,1.8,2.2,2.2,2.3,Andrei Florin Ratiu.png,,38dhmhce7deuqgqmc3p7nhai2,Rayo Vallecano.png,Andrei Florin Ratiu.png,1,https://players.gameon.app/laliga/season/metadata/Andrei Florin Ratiu/Andrei Florin Ratiu_Common_0.json,https://players.gameon.app/laliga/season/metadata/Andrei Florin Ratiu/Andrei Florin Ratiu_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Andrei Florin Ratiu/Andrei Florin Ratiu_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Andrei Florin Ratiu/Andrei Florin Ratiu_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Andrei Florin Ratiu/Andrei Florin Ratiu_Legendary_0.json,https://players.gameon.app/laliga/season/images/Andrei Florin Ratiu/Andrei Florin Ratiu_Common_0.png,https://players.gameon.app/laliga/season/images/Andrei Florin Ratiu/Andrei Florin Ratiu_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Andrei Florin Ratiu/Andrei Florin Ratiu_Rare_0.png,https://players.gameon.app/laliga/season/images/Andrei Florin Ratiu/Andrei Florin Ratiu_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Andrei Florin Ratiu/Andrei Florin Ratiu_Legendary_0.png
Aridane Hernandez Umpierrez,35,Spain,Centre-Back,RAYO VALLECANO,Defence,1,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.0,1.4,1.4,1.5,,1.0,1.0,1.0,1.1,1.5,1.5,1.6,,1.0,1.0,1.0,1.25,1.65,1.65,1.75,,1.0,1.0,1.0,1.45,1.85,1.85,1.95,,1.0,1.0,1.0,1.7,2.1,2.1,2.2,Aridane Hernandez Umpierrez.png,,94jrxsnf1ta2u65ommyge7bo5,Rayo Vallecano.png,Aridane Hernandez Umpierrez.png,1,https://players.gameon.app/laliga/season/metadata/Aridane Hernandez Umpierrez/Aridane Hernandez Umpierrez_Common_0.json,https://players.gameon.app/laliga/season/metadata/Aridane Hernandez Umpierrez/Aridane Hernandez Umpierrez_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Aridane Hernandez Umpierrez/Aridane Hernandez Umpierrez_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Aridane Hernandez Umpierrez/Aridane Hernandez Umpierrez_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Aridane Hernandez Umpierrez/Aridane Hernandez Umpierrez_Legendary_0.json,https://players.gameon.app/laliga/season/images/Aridane Hernandez Umpierrez/Aridane Hernandez Umpierrez_Common_0.png,https://players.gameon.app/laliga/season/images/Aridane Hernandez Umpierrez/Aridane Hernandez Umpierrez_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Aridane Hernandez Umpierrez/Aridane Hernandez Umpierrez_Rare_0.png,https://players.gameon.app/laliga/season/images/Aridane Hernandez Umpierrez/Aridane Hernandez Umpierrez_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Aridane Hernandez Umpierrez/Aridane Hernandez Umpierrez_Legendary_0.png
Augusto Martin Batalla Barga,28,Argentina,Goalkeeper,RAYO VALLECANO,GK,3,1.75,1.5,2.5,,,,,2.25,2.0,3.0,1.0,1.0,1.0,1.0,,2.55,2.3,3.3,1.0,1.0,1.0,1.0,,2.85,2.6,3.6,1.0,1.0,1.0,1.0,,3.3,3.05,4.05,1.0,1.0,1.0,1.0,,3.9,3.65,4.65,1.0,1.0,1.0,1.0,Augusto Martin Batalla Barga.png,,9h6xf4ac4rpsjpummcdx26z9,Rayo Vallecano.png,Augusto Martin Batalla Barga.png,1,https://players.gameon.app/laliga/season/metadata/Augusto Martin Batalla Barga/Augusto Martin Batalla Barga_Common_0.json,https://players.gameon.app/laliga/season/metadata/Augusto Martin Batalla Barga/Augusto Martin Batalla Barga_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Augusto Martin Batalla Barga/Augusto Martin Batalla Barga_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Augusto Martin Batalla Barga/Augusto Martin Batalla Barga_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Augusto Martin Batalla Barga/Augusto Martin Batalla Barga_Legendary_0.json,https://players.gameon.app/laliga/season/images/Augusto Martin Batalla Barga/Augusto Martin Batalla Barga_Common_0.png,https://players.gameon.app/laliga/season/images/Augusto Martin Batalla Barga/Augusto Martin Batalla Barga_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Augusto Martin Batalla Barga/Augusto Martin Batalla Barga_Rare_0.png,https://players.gameon.app/laliga/season/images/Augusto Martin Batalla Barga/Augusto Martin Batalla Barga_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Augusto Martin Batalla Barga/Augusto Martin Batalla Barga_Legendary_0.png
Daniel Cardenas Lindez,27,Spain,Goalkeeper,RAYO VALLECANO,GK,1,1.75,1.5,2.5,,,,,1.75,1.5,2.5,1.0,1.0,1.0,1.0,,1.85,1.6,2.6,1.0,1.0,1.0,1.0,,1.95,1.7,2.7,1.0,1.0,1.0,1.0,,2.1,1.85,2.85,1.0,1.0,1.0,1.0,,2.3,2.05,3.05,1.0,1.0,1.0,1.0,Daniel Cardenas Lindez.png,,9xhbpn45z9wvjidbmparzkdm1,Rayo Vallecano.png,Daniel Cardenas Lindez.png,1,https://players.gameon.app/laliga/season/metadata/Daniel Cardenas Lindez/Daniel Cardenas Lindez_Common_0.json,https://players.gameon.app/laliga/season/metadata/Daniel Cardenas Lindez/Daniel Cardenas Lindez_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Daniel Cardenas Lindez/Daniel Cardenas Lindez_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Daniel Cardenas Lindez/Daniel Cardenas Lindez_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Daniel Cardenas Lindez/Daniel Cardenas Lindez_Legendary_0.json,https://players.gameon.app/laliga/season/images/Daniel Cardenas Lindez/Daniel Cardenas Lindez_Common_0.png,https://players.gameon.app/laliga/season/images/Daniel Cardenas Lindez/Daniel Cardenas Lindez_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Daniel Cardenas Lindez/Daniel Cardenas Lindez_Rare_0.png,https://players.gameon.app/laliga/season/images/Daniel Cardenas Lindez/Daniel Cardenas Lindez_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Daniel Cardenas Lindez/Daniel Cardenas Lindez_Legendary_0.png
Florian Gregoire Claude Lejeune,33,Spain,Centre-Back,RAYO VALLECANO,Defence,2,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.05,1.45,1.45,1.65,,1.0,1.0,1.0,1.15,1.55,1.55,1.75,,1.0,1.0,1.0,1.3,1.7,1.7,1.9,,1.0,1.0,1.0,1.5,1.9,1.9,2.1,,1.0,1.0,1.0,1.75,2.15,2.15,2.35,Florian Gregoire Claude Lejeune.png,,533095rnz0k8mxqe6gzn0mfo5,Rayo Vallecano.png,Florian Gregoire Claude Lejeune.png,1,https://players.gameon.app/laliga/season/metadata/Florian Gregoire Claude Lejeune/Florian Gregoire Claude Lejeune_Common_0.json,https://players.gameon.app/laliga/season/metadata/Florian Gregoire Claude Lejeune/Florian Gregoire Claude Lejeune_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Florian Gregoire Claude Lejeune/Florian Gregoire Claude Lejeune_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Florian Gregoire Claude Lejeune/Florian Gregoire Claude Lejeune_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Florian Gregoire Claude Lejeune/Florian Gregoire Claude Lejeune_Legendary_0.json,https://players.gameon.app/laliga/season/images/Florian Gregoire Claude Lejeune/Florian Gregoire Claude Lejeune_Common_0.png,https://players.gameon.app/laliga/season/images/Florian Gregoire Claude Lejeune/Florian Gregoire Claude Lejeune_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Florian Gregoire Claude Lejeune/Florian Gregoire Claude Lejeune_Rare_0.png,https://players.gameon.app/laliga/season/images/Florian Gregoire Claude Lejeune/Florian Gregoire Claude Lejeune_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Florian Gregoire Claude Lejeune/Florian Gregoire Claude Lejeune_Legendary_0.png
Gerard Gumbau Garriga,29,Spain,Defensive Midfield,RAYO VALLECANO,Midfield,3,,,,1.35,1.35,1.35,1.35,1.0,1.0,1.0,1.35,1.6,1.6,1.35,,1.0,1.0,1.0,1.45,1.7,1.7,1.45,,1.0,1.0,1.0,1.6,1.85,1.85,1.6,,1.0,1.0,1.0,1.8,2.05,2.05,1.8,,1.0,1.0,1.0,2.05,2.3,2.3,2.05,Gerard Gumbau Garriga.png,,f0a2qk3jzxercn67bben5eled,Rayo Vallecano.png,Gerard Gumbau Garriga.png,1,https://players.gameon.app/laliga/season/metadata/Gerard Gumbau Garriga/Gerard Gumbau Garriga_Common_0.json,https://players.gameon.app/laliga/season/metadata/Gerard Gumbau Garriga/Gerard Gumbau Garriga_Uncommon_0.json,https://players.gameon.app/laliga/season/metadata/Gerard Gumbau Garriga/Gerard Gumbau Garriga_Rare_0.json,https://players.gameon.app/laliga/season/metadata/Gerard Gumbau Garriga/Gerard Gumbau Garriga_Ultra Rare_0.json,https://players.gameon.app/laliga/season/metadata/Gerard Gumbau Garriga/Gerard Gumbau Garriga_Legendary_0.json,https://players.gameon.app/laliga/season/images/Gerard Gumbau Garriga/Gerard Gumbau Garriga_Common_0.png,https://players.gameon.app/laliga/season/images/Gerard Gumbau Garriga/Gerard Gumbau Garriga_Uncommon_0.png,https://players.gameon.app/laliga/season/images/Gerard Gumbau Garriga/Gerard Gumbau Garriga_Rare_0.png,https://players.gameon.app/laliga/season/images/Gerard Gumbau Garriga/Gerard Gumbau Garriga_Ultra Rare_0.png,https://players.gameon.app/laliga/season/images/Gerard Gumbau Garriga/Gerard Gumbau Garriga_Legendary_0.png
